articleWordCount,headline,snippet
4582,Targeting Rules ‘Written With Human Blood’,Drillers seek to gain from an easing of Obama-era safety and environmental regulations that were adopted after the Deepwater Horizon disaster killed 11 people.
1068,When It’s Him,"We’ve been led to believe that men want to have sex all the time, so sexless relationships must be the woman’s fault. Turns out it’s a lot more complicated."
2250,The Man Who Knew Too Little,The most ignorant man in America knows that Donald Trump is president — but that’s about it. Living a liberal fantasy is complicated.
411,Making Your Landlord See That Composting Is the Way to Go,What can a renter do to persuade management to participate in the city’s organics pickup program?
595,Trump’s Negative Protection Racket (Wonkish),What are his advisers thinking? They say that’s not their job.
450,"Variety: Six of One, Half a Dozen of the Other",You’ll need to use oodles of your noodle to solve David Steinberg‘s puzzle.
2624," With Snap ‘Yes,’ Trump Rolls Dice On North Korea",How President Trump threw aside caution and agreed to meet with North Korea’s Kim Jong-un in a daring and risky diplomatic gambit to end a nuclear standoff.
1629,Angry? Go Vote.,Disillusionment and disenfranchisement have combined to undermine our democracy. We don’t have to let them.
1113,Italy Has Dumped America. For Russia.,"In Europe and elsewhere, the U.S. is a baffling and diminished suitor."
827,Can Kim Jong-un Trust Us?,The examples of Libya and Iraq make Trump’s task harder.
1724,Women’s Money Problems,"There’s a gender gap when it comes to earning, or wanting to earn, at the highest levels."
920,The First Porn President,Can the reckoning reach all the way into the Oval?
1046,She Wants More Than M.L.K. at Bedtime,They need to see themselves reflected in stories that celebrate everyday beauty.
1285,The Northwest Passage That Might Have Been,Climate change has turned the dream of a failed 18th-century explorer into a reality.
668,A Reach Across Time to Find The Woman Behind the Bell Jar,"It would be something like time traveling, only — unlike time travelers in the movies — I would know the future without having a chance to change it."
1079,The Missing Obama Millions,Democratic strategists need to find more votes. They don’t have far to look.
1011,"YouTube, the Great Radicalizer",The videos it recommends seem to get more and more extreme.
202,About the Cover of “Overlooked”,"As readers turn the page, the portraits undergo an ‘interactive’ transformation that represents the mission of the section."
1595,Ohio Democrats Hone A Message of Populism To Win Back Workers,"After President Trump won a landslide there in 2016, Ohio has become a crucial test for populist Democrats seeking a comeback in the midterm campaign."
807,Have You Seen ‘A Wrinkle in Time’? Let’s Talk.,A (spoiler-filled) discussion of Ava DuVernay’s polarizing film adaptation of the classic young adult novel.
1257,"Social Justice Drives Fight for, and Against, Legal Marijuana in New Jersey",Advocates say legalizing marijuana would address inequities in incarceration rates. But the state’s senior black senator says shops will harm minority communities.
1700,Voters’ Choice: Their President Or Their Union,"Working-class voters are the prize in a widely watched special congressional race on Tuesday, as unions try to line up their pro-Trump members behind a moderate Democrat, Conor Lamb."
857,Toward a new Zimbabwe,"It will be built by liberalizing the economy, promoting enterprise and a commitment to democracy and the rule of law."
1765,Tours of Nazi Camps  To Curb Creeping Hate,"Ferdous is from Afghanistan, Florentina from Kosovo and Damian from Berlin. A German high school class visited Sachsenhausen, where 50,000 are believed to have died during World War II."
1012,"In Britain, Letters Call For ‘Punish a Muslim Day’",Counterterrorism investigators are looking into anonymous letters that said points would be awarded for acts like pulling off a woman’s scarf and bombing a mosque.
1747,"Media Giant, in the Heartland","After buying Time Inc. for $2.8 billion, Meredith is the largest magazine company in the United States, but it’s not about to change its unassuming style."
173,Fourth Car From the Back,Thinking about an old routine during a new commute.
390,Outsmarted by Odysseus,John R. O’Brien makes note of something not all of us can readily see.
1258,"Workers Get ‘Excitement,’ Shareholders Get the Cash","Gamelike methods can effectively motivate workers, in the right circumstances. But as United Airlines recently showed, they can also be alienating."
1202,The Mideast Plan Is Nearly Ready. Will Either Side Read It?,"President Trump is likely to present the proposal soon, despite risking swift rejection by the Palestinians and already having taken on another thorny dispute, with North Korea."
864,The Dark Warning of an Early Spring,"During a brutal winter, a warm spell feels like a gift. It isn’t."
860,Big Sugar  Versus  Your Body,"The sugar industry has spent years trying to fool you into eating poorly. Fortunately, you have the ability to fight back."
831,Melania Knew,"This is about the defamation of, silencing of, and shouting down of women."
1032,Lawyers Wrangle as ‘60 Minutes’ Prepares to Air Porn Star Interview,"Lawyers for the president and the porn actress sparred over the weekend, as “60 Minutes” prepared to show an interview it conducted with her last week."
1178,Virginia Tops Bracket With Ironclad Defense,"Virginia, with a smothering defense and the pace of a manatee, is the team to beat in the N.C.A.A. tournament."
1369,Iran Deal Puts Trump in Bind For Kim Talks,"As President Trump prepares to negotiate with the North, it will be watching closely as he decides whether to abandon the landmark 2015 Iran accord."
1063,"‘The Walking Dead,’ Season 8, Episode 11 Recap: Test of Faith",This week’s episode challenged Gabriel more than ever before.
3159,Saudis Held in Gilded Jail Paid Billions for Release,"As the Saudi crown prince comes to the U.S. to court investment, new details cast doubts on his claims of a transparent, legal anti-corruption effort."
1415,"The O.J. Simpson Interview on Fox: Gripping, Gross or Both?","On Sunday Fox aired “O.J. Simpson: The Lost Confession,” a special built around a “hypothetical” explanation of the murders of Nicole Brown and Ron Goldman."
1384,"Fastest Drying in 2,000 Years Imperils Millions",A series of droughts with little recovery time in the intervals has pushed millions to the edge of survival in the Horn of Africa.
1297,Filling Out Your Bracket? 10 Myths to Discard,Bracketology comes with many assumptions and suppositions. Don’t fall into these traps.
1531,Failing Bridge Divides a City Short on Hope,A decaying bridge has ignited a debate over how a struggling city treats some of its poorer residents.
703,Contemplating Yoga Around the World,Andy Richter photographed around the world to present a diverse look at an ancient practice.
1219,"An Extinguished Scandal Flares, Threatening Abe’s Electoral Future",Revelations about the deletion of evidence implicating the prime minister’s wife in a land deal could complicate his effort to win a third term.
